movieTitle,movieIMDbLink,gross,budget,profit,ROI,actor
L'auberge espagnole,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,3895664,5300000,-1404336,-26.496905660377358,CÃŒÂ©cile De France
Song One,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,20200,6000000,-5979800,-99.66333333333334,Shawn Parsons
Murder by Numbers,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,31874869,50000000,-18125131,-36.250262,Chris Penn
Winter in Wartime,http://www.imdb.com/title/tt0795441/?ref_=fn_tt_tt_1,542860,4000000,-3457140,-86.4285,Tygo Gernandt
The Protector,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,11905519,200000000,-188094481,-94.0472405,Nathan Jones
Bend It Like Beckham,http://www.imdb.com/title/tt0286499/?ref_=fn_tt_tt_1,32541719,3500159,29041560,829.7211640956883,Parminder Nagra
Sunshine State,http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1,3064356,5600000,-2535644,-45.279357142857144,Edie Falco
Crossover,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,7009668,5600000,1409668,25.172642857142858,Wayne Brady
[Rec] 2,http://www.imdb.com/title/tt1245112/?ref_=fn_tt_tt_1,27024,5600000,-5572976,-99.51742857142857,Pablo Rosso
The Sting,http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1,159600000,5500000,154100000,2801.818181818182,Robert Shaw
Chariots of Fire,http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1,58800000,5500000,53300000,969.0909090909091,Ben Cross
Diary of a Mad Black Woman,http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1,50382128,5500000,44882128,816.0386909090909,Kimberly Elise
Shine,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,35811509,5500000,30311509,551.1183454545454,Armin Mueller-Stahl
Don Jon,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,24475193,3000000,21475193,715.8397666666667,Scarlett Johansson
Ghost World,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1,6200756,7000000,-799244,-11.41777142857143,Steve Buscemi
Iris,http://www.imdb.com/title/tt0280778/?ref_=fn_tt_tt_1,1292119,5500000,-4207881,-76.50692727272728,Jim Broadbent
The Chorus,http://www.imdb.com/title/tt0372824/?ref_=fn_tt_tt_1,3629758,5500000,-1870242,-34.004400000000004,FranÃŒÂ_ois BerlÃŒÂ©and
Mambo Italiano,http://www.imdb.com/title/tt0330602/?ref_=fn_tt_tt_1,6239558,5000000,1239558,24.79116,Luke Kirby
Wonderland,http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1,1056102,5000000,-3943898,-78.87796,Louis Lombardi
Do the Right Thing,http://www.imdb.com/title/tt0097216/?ref_=fn_tt_tt_1,27545445,6500000,21045445,323.7760769230769,John Savage
Harvard Man,http://www.imdb.com/title/tt0242508/?ref_=fn_tt_tt_1,56007,5500000,-5443993,-98.98169090909091,Eric Stoltz
Le Havre,http://www.imdb.com/title/tt1508675/?ref_=fn_tt_tt_1,611709,3850000,-3238291,-84.11145454545455,Kati Outinen
R100,http://www.imdb.com/title/tt2914838/?ref_=fn_tt_tt_1,22770,5500000,-5477230,-99.586,Hitoshi Matsumoto
Salvation Boulevard,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,27445,9000000,-8972555,-99.69505555555556,Cree Kelly
The Ten,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,766487,5250000,-4483513,-85.40024761904762,Ken Marino
Headhunters,http://www.imdb.com/title/tt1614989/?ref_=fn_tt_tt_1,1196752,30300000,-29103248,-96.05032343234323,SynnÃŒÃ_ve Macody Lund
Saint Ralph,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1,795126,6000000,-5204874,-86.7479,Adam Butcher
Insidious: Chapter 2,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,83574831,5000000,78574831,1571.49662,Barbara Hershey
Saw II,http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1,87025093,4000000,83025093,2075.627325,Tony Nappo
10 Cloverfield Lane,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,71897215,15000000,56897215,379.3147666666667,John Gallagher Jr.
Jackass: The Movie,http://www.imdb.com/title/tt0322802/?ref_=fn_tt_tt_1,64267897,5000000,59267897,1185.3579399999999,Steve-O
Lights Out,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,56536016,4900000,51636016,1053.7962448979592,Amiah Miller
Paranormal Activity 3,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,104007828,5000000,99007828,1980.15656,Sprague Grayden
Ouija,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,50820940,5000000,45820940,916.4187999999999,Shelley Hennig
A Nightmare on Elm Street 3: Dream Warriors,http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1,44793200,4500000,40293200,895.4044444444444,Heather Langenkamp
The Gift,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,43771291,5000000,38771291,775.4258199999999,Allison Tolman
Instructions Not Included,http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1,44456509,5000000,39456509,789.13018,Jessica Lindsey
Paranormal Activity 4,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,53884821,5000000,48884821,977.69642,Brendon Eggertsen
The Robe,http://www.imdb.com/title/tt0046247/?ref_=fn_tt_tt_1,36000000,5000000,31000000,620,Jean Simmons
Freddy's Dead: The Final Nightmare,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,34872293,8500000,26372293,310.26227058823525,Tom Arnold
Monster,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,34468224,4500000,29968224,665.9605333333334,Bruce Dern
Paranormal Activity: The Marked Ones,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,32453345,5000000,27453345,549.0668999999999,Gloria Sandoval
Dallas Buyers Club,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,27296514,5000000,22296514,445.93028,Jennifer Garner
The Lazarus Effect,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,25799043,3300000,22499043,681.7891818181818,Mark Duplass
Memento,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,25530884,9000000,16530884,183.67648888888888,Thomas Lennon
Oculus,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,27689474,5000000,22689474,453.78948,Rory Cochrane
Clerks II,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,24138847,5000000,19138847,382.77694,Jason Mewes
Billy Elliot,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,21994911,5000000,16994911,339.89822,Gary Lewis
The Way Way Back,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,21501098,5000000,16501098,330.02196000000004,Liam James
House Party 2,http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1,19281235,5000000,14281235,285.6247,Tisha Campbell-Martin
Doug's 1st Movie,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,19421271,5000000,14421271,288.42542,Constance Shulman
The Apostle,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,20733485,5000000,15733485,314.66970000000003,Todd Allen
Our Idiot Brother,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,24809547,5000000,19809547,396.19094,Adam Scott
The Players Club,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,23031390,4500000,18531390,411.8086666666667,Monica Calhoun
O,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,16017403,5000000,11017403,220.34805999999998,Andrew Keegan
"As Above, So Below",http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,21197315,5000000,16197315,323.9463,Edwin Hodge
Addicted,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,17382982,5000000,12382982,247.65964,Cameron Mills
Eve's Bayou,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,14821531,6000000,8821531,147.02551666666665,Lynn Whitfield
Still Alice,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,18656400,5000000,13656400,273.128,Hunter Parrish
Friday the 13th Part VIII: Jason Takes Manhattan,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,14343976,5000000,9343976,186.87952,Peter Mark Richman
My Big Fat Greek Wedding,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,241437427,5000000,236437427,4728.7485400000005,Louis Mandylor
Spring Breakers,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,14123773,5000000,9123773,182.47546,Heather Morris
Halloween: The Curse of Michael Myers,http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1,15126948,5000000,10126948,202.53896,Kim Darby
Y Tu MamÃŒÃÅ TambiÃŒÂ©n,http://www.imdb.com/title/tt0245574/?ref_=fn_tt_tt_1,13622333,2000000,11622333,581.1166499999999,Daniel GimÃŒÂ©nez Cacho
Shaun of the Dead,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,13464388,4000000,9464388,236.60969999999998,Dylan Moran
The Haunting of Molly Hartley,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,13350177,5000000,8350177,167.00354,Randy Wayne
Lone Star,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,13269963,5000000,8269963,165.39926,Clifton James
Halloween 4: The Return of Michael Myers,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,17768000,5000000,12768000,255.35999999999999,Kathleen Kinmont
April Fool's Day,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,12947763,5000000,7947763,158.95526,Deborah Foreman
Diner,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1,14100000,5000000,9100000,182,Daniel Stern
Lone Wolf McQuade,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,12200000,5000000,7200000,144,William Sanderson
Apollo 18,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,17683670,5000000,12683670,253.67340000000002,Ryan Robbins
Sunshine Cleaning,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,12055108,8000000,4055108,50.688849999999995,Mary Lynn Rajskub
No Escape,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,27285953,5000000,22285953,445.71905999999996,Claire Geare
Fifty Shades of Black,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,11675178,5000000,6675178,133.50356000000002,Mike Epps
Not Easily Broken,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,10572742,8000000,2572742,32.159275,Jenifer Lewis
The Perfect Match,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,9658370,5000000,4658370,93.1674,Brandy Norwood
Digimon: The Movie,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,9628751,5000000,4628751,92.57502,Colleen O'Shaughnessey
Saved!,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,8786715,5000000,3786715,75.7343,Patrick Fugit
The Barbarian Invasions,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,3432342,6000000,-2567658,-42.7943,StÃŒÂ©phane Rousseau
The Forsaken,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,6755271,5000000,1755271,35.105419999999995,Kerr Smith
UHF,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,6157157,5000000,1157157,23.143140000000002,Gedde Watanabe
Slums of Beverly Hills,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,5480318,5000000,480318,9.60636,Kevin Corrigan
Made,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,5308707,5000000,308707,6.17414,Faizon Love
Moon,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,5009677,5000000,9677,0.19354000000000002,Matt Berry
Sea Rex 3D: Journey to a Prehistoric World,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,4074023,5000000,-925977,-18.51954,Guillaume Denaiffe
The Sweet Hereafter,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,4306697,5000000,-693303,-13.86606,Sarah Polley
Of Gods and Men,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,3950029,4000000,-49971,-1.2492750000000001,Michael Lonsdale
Bottle Shock,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,4040588,5000000,-959412,-19.18824,Freddy RodrÃŒ_guez
Heavenly Creatures,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,3049135,5000000,-1950865,-39.0173,Jed Brophy
90 Minutes in Heaven,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,4700361,5000000,-299639,-5.992780000000001,Bobby Batson
Everything Must Go,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,2711210,5000000,-2288790,-45.7758,Scott Takeda
Zero Effect,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,1980338,5000000,-3019662,-60.393240000000006,Ryan O'Neal
The Machinist,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,1082044,5000000,-3917956,-78.35912,Jennifer Jason Leigh
Light Sleeper,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,1100000,5000000,-3900000,-78,Jane Adams
Kill the Messenger,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,2445646,5000000,-2554354,-51.08707999999999,Paz Vega
Rabbit Hole,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,2221809,5000000,-2778191,-55.56382,Jon Tenney
Party Monster,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,296665,5000000,-4703335,-94.0667,Mia Kirshner
Green Room,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,3219029,5000000,-1780971,-35.619420000000005,Mark Webber
Atlas Shrugged: Who Is John Galt?,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,830210,5000000,-4169790,-83.3958,Greg Germann
Bottle Rocket,http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1,1040879,7000000,-5959121,-85.1303,Darryl Cox
Albino Alligator,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,326308,5000000,-4673692,-93.47384,Joe Mantegna
"Lovely, Still",http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,124720,5000000,-4875280,-97.5056,Ellen Burstyn
Desert Blue,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,99147,2000000,-1900853,-95.04265,John Heard
The Visit,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,65069140,5000000,60069140,1201.3828,Patch Darragh
Redacted,http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1,65087,5000000,-4934913,-98.69826,Daniel Stewart Sherman
Fascination,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,16066,5000000,-4983934,-99.67868,Jacqueline Bisset
Rudderless,http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1,37440,5000000,-4962560,-99.2512,Felicity Huffman
I Served the King of England,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,617228,84450000,-83832772,-99.26912018946122,Ivan Barnev
Soul Kitchen,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,274385,4000000,-3725615,-93.14037499999999,Moritz Bleibtreu
Sling Blade,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,24475416,890000,23585416,2650.0467415730336,Dwight Yoakam
Hostel,http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,47277326,4800000,42477326,884.9442916666666,Takashi Miike
Tristram Shandy: A Cock and Bull Story,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,1247453,2800000,-1552547,-55.44810714285714,Shirley Henderson
Take Shelter,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,1729969,5000000,-3270031,-65.40062,Shea Whigham
Lady in White,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,1705139,4700000,-2994861,-63.72044680851063,Lukas Haas
The Texas Chainsaw Massacre 2,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,8025872,4700000,3325872,70.7632340425532,Lou Perryman
Only God Forgives,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,778565,4800000,-4021435,-83.77989583333333,Kristin Scott Thomas
The Names of Love,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,513836,4600000,-4086164,-88.82965217391305,Jacques Gamblin
Savage Grace,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,434417,4600000,-4165583,-90.55615217391303,Elena Anaya
Police Academy,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,81200000,4500000,76700000,1704.4444444444443,Bubba Smith
Four Weddings and a Funeral,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1,52700832,4500000,48200832,1071.1296,James Fleet
25th Hour,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,13060843,15000000,-1939157,-12.927713333333331,Rosario Dawson
Bound,http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1,3798532,4500000,-701468,-15.588177777777778,Kevin Michael Richardson
Requiem for a Dream,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,3609278,4500000,-890722,-19.79382222222222,Mark Margolis
Tango,http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1,1687311,700000000,-698312689,-99.75895557142857,Juan Luis Galiardo
Moms' Night Out,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,10429707,5000000,5429707,108.59414000000001,Sarah Drew
Donnie Darko,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,727883,4500000,-3772117,-83.82482222222222,Mary McDonnell
Character,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1,713413,4500000,-3786587,-84.14637777777779,Fedja van HuÃŒÂ»t
Spun,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,410241,2000000,-1589759,-79.48795,Nicholas Gonzalez
Mean Machine,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,92191,2500000,-2407809,-96.31236,Jason Flemyng
Exiled,http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1,49413,35000000,-34950587,-99.85882000000001,Anthony Chau-Sang Wong
After.Life,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,108229,4500000,-4391771,-97.59491111111112,Josh Charles
One Flew Over the Cuckoo's Nest,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,112000000,4400000,107600000,2445.4545454545455,Michael Berryman
Falcon Rising,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,8691,4500000,-4491309,-99.80686666666668,Michael J. Morris
The Sweeney,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,26345,3000000,-2973655,-99.12183333333333,Ray Winstone
Whale Rider,http://www.imdb.com/title/tt0298228/?ref_=fn_tt_tt_1,20772796,6000000,14772796,246.21326666666667,Rawiri Paratene
Paa,http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1,199228,150000000,-149800772,-99.86718133333333,Abhishek Bachchan
Pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,34964818,150000000,-115035182,-76.69012133333334,Cara Delevingne
Night Watch,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,1487477,4200000,-2712523,-64.58388095238095,Aleksey Chadov
The Crying Game,http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1,62549000,2300000,60249000,2619.5217391304345,Miranda Richardson
Porky's,http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1,105500000,4000000,101500000,2537.5,Susan Clark
Survival of the Dead,http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1,101055,4000000,-3898945,-97.473625,Shawn Roberts
Lost in Translation,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,44566004,4000000,40566004,1014.1501,Bill Murray
Annie Hall,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,39200000,4000000,35200000,880.0000000000001,Carol Kane
The Greatest Show on Earth,http://www.imdb.com/title/tt0044672/?ref_=fn_tt_tt_1,36000000,4000000,32000000,800,Dorothy Lamour
Exodus: Gods and Kings,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,65007045,140000000,-74992955,-53.56639642857143,MarÃŒ_a Valverde
Monster's Ball,http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1,31252964,4000000,27252964,681.3240999999999,Peter Boyle
Maggie,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,131175,8500000,-8368825,-98.45676470588235,J.D. Evermore
Leaving Las Vegas,http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1,31968347,3600000,28368347,788.009638888889,Valeria Golino
The Boy Next Door,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,35385560,4000000,31385560,784.639,Hill Harper
The Kids Are All Right,http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1,20803237,3500000,17303237,494.3782,Mia Wasikowska
They Live,http://www.imdb.com/title/tt0096256/?ref_=fn_tt_tt_1,13008928,4000000,9008928,225.2232,Peter Jason
The Last Exorcism Part II,http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1,15152879,5000000,10152879,203.05757999999997,Spencer Treat Clark
Boyhood,http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1,25359200,4000000,21359200,533.98,Lorelei Linklater
Scoop,http://www.imdb.com/title/tt0457513/?ref_=fn_tt_tt_1,10515579,4000000,6515579,162.889475,Kevin McNally
Planet of the Apes,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1,180011740,100000000,80011740,80.01174,Estella Warren
The Wash,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,10097096,4000000,6097096,152.42739999999998,Dr. Dre
3 Strikes,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,9821335,6000000,3821335,63.688916666666664,Mike Epps
The Cooler,http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1,8243880,3200000,5043880,157.62125,Paul Sorvino
The Night Listener,http://www.imdb.com/title/tt0448075/?ref_=fn_tt_tt_1,7825820,4000000,3825820,95.6455,Joe Morton
My Soul to Take,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,14637490,25000000,-10362510,-41.45004,Emily Meade
The Orphanage,http://www.imdb.com/title/tt0464141/?ref_=fn_tt_tt_1,7159147,3400000,3759147,110.56314705882353,BelÃŒÂ©n Rueda
A Haunted House 2,http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1,17314483,4000000,13314483,332.862075,Essence Atkins
The Rules of Attraction,http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1,6525762,4000000,2525762,63.14404999999999,Faye Dunaway
Four Rooms,http://www.imdb.com/title/tt0113101/?ref_=fn_tt_tt_1,4301331,4000000,301331,7.533275000000001,Alicia Witt
Secretary,http://www.imdb.com/title/tt0274812/?ref_=fn_tt_tt_1,4046737,4000000,46737,1.168425,Stephen McHattie
The Real Cancun,http://www.imdb.com/title/tt0360916/?ref_=fn_tt_tt_1,3713002,8000000,-4286998,-53.587475,Alan Taylor
